content,Score,Scoring String,Negativity,Positivity,Uncovered Tokens,Total Tokens,sentiment
to those yg takde keperluan makan kat luar tu bungkus or makan at home je biar yang betul perlu makan di kedai sebab kerja atau ada issue makan di rumah je makan kat kedai k bukan apa flex makan kat luar nanti virus covid tahu awak kat mana kitamestimenang lawan,0,,0,0,50,50,neutral
whoever mps that support mail should go to hell all together bodoh we aint gonna stop lawan kerajaangagal notmypm,-0.794871795,support (0.44)  hell (-0.92)  stop (-0.31),1.230769231,0.435897436,16,19,negative
hadaplah setahun dua ni dulu pru kita jalankan tanggungjawab kita buang semua katak dan pengkhianat mandat rakyat lawantetaplawan lawan,0,,0,0,19,19,neutral
never forget what they took from us never forget what they did to us never forget how they crashed this country the people will remember and that fight will go on lawan,-1.102564103,forget (-0.23)  forget (-0.23)  forget (-0.23)  fight (-0.41),1.102564103,0,28,32,negative
may allah help us in this difficult time new record fr covid today k cases and tmrw we will have pm malaysia lawan,0.051282051,help (0.44)  difficult (-0.38),0.384615385,0.435897436,21,23,positive
ingat ye pru nanti kita lawan,0,,0,0,6,6,neutral
this isn t what the rakyat wants lawan,0,,0,0,8,8,neutral
syukur alhamdulillah mudah kerja dsai anwaribrahim untuk jadi pembangkang cemerlang untuk malaysia silap jak sikit kita lawan kerajaangagal,0,,0,0,18,18,neutral
in highsight we hv f cking months to go with this kerajaaangagal so pls everybody esp young ppl go reg to vote stop this monstrosity hideous gov i will dedicate myself to lawan until we menang and we start from now,-0.230769231,pls (0.08)  stop (-0.31),0.307692308,0.076923077,39,41,negative
lawan lawan lawan dapat kat mail sia sia,0,,0,0,8,8,neutral
dugong sit in its shelter dugong see outside world burn dugong know bad and good dugong make wrong decision dugong is fill in any bad words you desire in your heart cz if you say out dogs will catch you notmypm lawan lawantetaplawan ismailsabri,-0.076923077,bad (-0.64)  good (0.49)  wrong (-0.54)  bad (-0.64)  desire (0.44)  heart (0.82),1.820512821,1.743589744,38,44,negative
ismail sabri bukan pm saya notmypm lawan lawanintimidasi,0,,0,0,8,8,neutral
we voted umno out just to get umno back in democracy is dead lawan notmypm,-0.846153846,dead (-0.85),0.846153846,0,14,15,negative
buat rakan rakan semua daftar mengundi masih ada masa ajak keluarga jiran sahabat kenalan semua untuk daftar mengundi kita telah tempuh satu tahun setengah yang mencabar insyaallah kita punya kekuatan untuk berdepan hari mendatang tetap lawan,0,,0,0,36,36,neutral
so now i know if you made a huge mistake you ll get rewarded big too thanks pm kerajaangagal ididntvoteforthisshit democracyisdead lawan,1.025641026,huge (0.33)  mistake (-0.36)  rewarded (0.56)  thanks (0.49),0.358974359,1.384615385,18,22,positive
takpela reda jela pak long mail kesayangan korang yang pimpin malaysia ni tapi kalau ada silap sikit je kami sedia lawan don t worry be happy allah ada kerajaan allah lagi hebat,0.205128205,worry (-0.49)  happy (0.69),0.487179487,0.692307692,30,32,positive
dont lost hope we lawan,0.153846154,lost (-0.33)  hope (0.49),0.333333333,0.487179487,3,5,positive
rakyatingat notmypm lawan pru ge,0,,0,0,5,5,neutral
ini pilihan saya lawan,0,,0,0,4,4,neutral
mkini bm ismailsabri muhyiddinyassin hahaha padan muka geng lawan,0.666666667,hahaha (0.67),0,0.666666667,8,9,positive
ph secured seats in ge and to get the numbers back we must go through ge not through issuance of sd backdoor arrangement etc this is my stand so yeah until ge kita lawan,0.743589744,secured (0.44)  yeah (0.31),0,0.743589744,32,34,positive
kamarul astaghfirullahalazim turun lawan,0,,0,0,4,4,neutral
camana peserta lawan rasa sia tak berdemo haritu bila kerajaan sama naik balik,0,,0,0,13,13,neutral
well i suppose the man who has been making all the confusing sop announcements amp helping to get us to where we are today in the pandemic should be made to get us out of it lawan lawanintimidasi,0.358974359,well (0.28)  confusing (-0.23)  helping (0.31),0.230769231,0.58974359,35,38,positive
kkmputrajaya lawan notmypm,0,,0,0,3,3,neutral
lagacawan unitedopposition lawan,0,,0,0,3,3,neutral
jangan haraplah aku nak ucap tahniah ke ko mail lawan,0,,0,0,10,10,neutral
and has got nothing to do with this yes menjaga keselamatan rakyat atau nak jaga keselamatan orang atas power hungry double standards cowards lawan,0.435897436,yes (0.44),0,0.435897436,23,24,positive
dan ya masih kerajaan sd yang tiada keabsahan dalam parlimen tuntutan lawan masih berjalan cukup masa ke jalanan kita,0,,0,0,19,19,neutral
tahniah ismailsabri lawan,0,,0,0,3,3,neutral
come on la y all cannot expect the referee to act against the constitution when the events from july onwards happened precisely because the previous gov acted against the constitution we go again in ge lawan,0,,0,0,36,36,neutral
lawan kerajaaangagal kerajaaangagallagi bukaparlimen lawantetaplawan,0,,0,0,5,5,neutral
lawan st back on,0,,0,0,4,4,neutral
the elites are never on our sides lawan,0,,0,0,8,8,neutral
tonypua s controversial response to muhyiddin s offer will always be a great lesson for malaysians to ponder never jump to conclusions always look ahead and think beyond the box nonetheless we ll continue to lawan until the next ge arrives haih,0.58974359,controversial (-0.21)  great (0.79),0.205128205,0.794871795,40,42,positive
vivaelpoderoso no but that s ok we lawan again,0,no (-0.31)  ok (0.31),0.307692308,0.307692308,7,9,neutral
aku koyak kena lawan lagi la ni,0,,0,0,7,7,neutral
waroengbaru ismailsabri lawan,0,,0,0,3,3,neutral
update im not okay my expectations of the agung is really low but holy it s kerajaangagal all over again not surprised if im gonna see najib in the cabinet remember the faces from the past cabinet amp the new one they killed k people in malaysia lawan,-0.717948718,okay (0.23)  low (-0.28)  surprised (0.23)  killed (-0.90),1.179487179,0.461538462,44,48,negative
no changes made oofs our democracy has failed us yet again lawan lawanintimidasi,-0.897435897,no (-0.31)  failed (-0.59),0.897435897,0,11,13,negative
worst merdeka month ever malaysia tanah airku notmypm lawan,-0.794871795,worst (-0.79),0.794871795,0,8,9,negative
dah hilang kuasa baru nak gelabah ingat rakyat ala ala bodohnya lah hai politik malaysia ni lantik pm yg ke pun klu mindset mcm ni smpai kiamat pun malaysia xde perubahan hmm lawan muhyiddinyassin,0,,0,0,34,34,neutral
you you bloody bastard bloody you mader bloody bitch benchod lawan,-2.820512821,bloody (-0.49)  bastard (-0.64)  bloody (-0.49)  bloody (-0.49)  bitch (-0.72),2.820512821,0,6,11,negative
completely unnecessary evil and inhumane malaysiaplis ingat this ok they fear the rakyat so much they hauled innocent civilians off the streets for the crime of mourning the lives we ve lost to a pandemic remember this remember them showing us their colours lawan,-2.230769231,evil (-0.87)  ok (0.31)  fear (-0.56)  innocent (0.36)  crime (-0.64)  mourning (-0.49)  lost (-0.33),2.897435897,0.666666667,37,44,negative
we f ed lawan,0,,0,0,4,4,neutral
laksanakan undi aku dh cukup umur dah tahun depan lawan,0,,0,0,10,10,neutral
moveon kita kasi dsai naik time pru nanti lawan,0,,0,0,9,9,neutral
omarmokhtar my lawan,0,,0,0,3,3,neutral
good news for kleptocrats we are gonna get adham baba amp azmin ali again notmypm lawan lawantetaplawan,0.487179487,good (0.49),0,0.487179487,16,17,positive
terpaksa but lawan lagi hmm,0,,0,0,5,5,neutral
apa lagi lawan tomorrow congratz bapak dafi,0,,0,0,7,7,neutral
pru kita ubah lawan,0,,0,0,4,4,neutral
penipu undi tak percaya notmypm si tahniah kepada ismailsabri pm kerajaangagal lawan notmypm ismailcacing,0,,0,0,14,14,neutral
in the words of pandelela rinong babi lawan,0,,0,0,8,8,neutral
kita lawan pru,0,,0,0,3,3,neutral
cerita dia belum berakhir tuan tuan baru nak mula babak kedua azmin v hamzah gaduh untuk tpm kabinet orang kekal atau buang undi percaya di parlimen selesai ingat rakyat bagi honeymoon untuk muka muka yang sama siap sedialah korang kerajaangagal lawan,0,,0,0,41,41,neutral
nope the miracle did not happen so let s get our shit together and be ready to continue lawan kerajaangagal,0.435897436,miracle (0.72)  shit (-0.67)  ready (0.38),0.666666667,1.102564103,17,20,positive
is lawan back on because this is bullshit,-0.717948718,bullshit (-0.72),0.717948718,0,7,8,negative
hannahyeoh kerajaangagal lawan,0,,0,0,3,3,neutral
everyone single one of these politicians should be placed in a an old folks home their ideals are outdated and will die with them i guess the time lawan continues,-0.538461538,ideals (0.21)  die (-0.74),0.743589744,0.205128205,28,30,negative
dari umno dia datang kepada umno ia kembali kerajaangagal lawan,0,,0,0,10,10,neutral
hold a confidence vote in parliament mana boleh kita mempunyai kerajaan sd lawan,0.58974359,confidence (0.59),0,0.58974359,12,13,positive
takziah malaysia kerajaangagal akhirnya betul betul terjadi kita lawan di pru,0,,0,0,11,11,neutral
so geng lawan happy,0.692307692,happy (0.69),0,0.692307692,3,4,positive
takpe kita bagi dia ruang mcm mana kita bagi ruang kpd tsmy dulu kalau dia gagal jugak kita lawan,0,,0,0,19,19,neutral
syahredzan thanks for your efforts the lawan goes on,0.487179487,thanks (0.49),0,0.487179487,8,9,positive
pru kami datang lawan,0,,0,0,4,4,neutral
tetap lawan,0,,0,0,2,2,neutral
back to square one lawan tetap lawan anwaribrahim,0,,0,0,8,8,neutral
nampaknya lawan akan berterusan maju,0,,0,0,5,5,neutral
ismailsabri shortest lived dpm and you ll be the shortest lived pm too notmypm lawan,0,,0,0,15,15,neutral
khairilanuar syedsaddiq lawan,0,,0,0,3,3,neutral
hari malang buat malaysia elit korup kembali berkuasa blackmalaysia lawan,0,,0,0,10,10,neutral
putsabrina cepat nya tukar parti mana integriti kau put lawan,0,,0,0,10,10,neutral
next ge is a matter of months or years but lawan begins now,0.025641026,matter (0.03),0,0.025641026,12,13,positive
gudluck malaysia pru kita lawan pengkhianat dan katak,0,,0,0,8,8,neutral
season drops on st august lawan ge,0,,0,0,7,7,neutral
lawan lets go,0,,0,0,3,3,neutral
shout out to everyone who fought non stop for our democracy thank you for your bravery lawan lawantetaplawan kerajaanpintubelakang,0.307692308,fought (-0.33)  stop (-0.31)  thank (0.38)  bravery (0.56),0.641025641,0.948717949,15,19,positive
malaysia flop era lawan notmypm,-0.358974359,flop (-0.36),0.358974359,0,4,5,negative
bertenang semua ini adalah prosedur perlembangaan persekutuan dah dia ada majoriti walaupon dari kleptokrat ka apa pala bana ka tak boleh buat apa kita jumpa pru lawan,0,,0,0,27,27,neutral
buang yang keruh ambil yang kotor notmypm kerajaaangagal lawan,0,,0,0,9,9,neutral
backdoor government still continues a disgrace to democracy lawan,-0.564102564,disgrace (-0.56),0.564102564,0,8,9,negative
lawan tetappp lawannnnnnn lawan,0,,0,0,4,4,neutral
so the decision has been made kalau teruskan juga protes lawan tu esok dikira menderhaka ke genuine question i m so tired of this country already i m tired of this life man,-0.974358974,tired (-0.49)  tired (-0.49),0.974358974,0,31,33,negative
so pn s answer to the pandemic is to have the mahiaddin strain mutate into the ismail sabri strain authoritarian leaders are such a virus lawan,-0.102564103,strain (-0.05)  strain (-0.05),0.102564103,0,24,26,negative
means pondan in tamil dia bukan saje pondan tapi muka tupai kentut most ugly looking pm in malaysia dumbass motherer notmypm lawan lawantetaplawan ismailsabri,-1.256410256,ugly (-0.59)  dumbass (-0.67),1.256410256,0,22,24,negative
so it s official who the th pm is looks like we re gonna use the kerajaangagal amp lawan tags forever notmypm,0.384615385,like (0.38),0,0.384615385,21,22,positive
rakyat voted for ph in to kick umno from the government and guess what they managed to get the pm s position back in reform new malaysia so unlucky the corrupted and racist party back to rule our country notmypm lawan,-0.333333333,racist (-0.77)  party (0.44),0.769230769,0.435897436,39,41,negative
let me be sad for now but i will be voting for pru just you wait greedy evil dinosaurs lawan,-1.743589744,sad (-0.54)  greedy (-0.33)  evil (-0.87),1.743589744,0,17,20,negative
mail pilih kabinet betul betul dah dah la jadi bangang dalam kabinet lepas jangan guna covid ni untuk jaga kepentingan politik kroni tolonglah faham apa yang kami rasa kami dah penat ni you buat hal kami lawan jumpa pru nanti,0,,0,0,40,40,neutral
kerajaan gagal lawan,0,,0,0,3,3,neutral
perhati dulu tak kena cara kita lawan all the best new prime minister,0.820512821,best (0.82),0,0.820512821,12,13,positive
done vaccine lawan,0,,0,0,3,3,neutral
pecah rekod lagi kalau ismail sabri tak mampu buat perubahan kita lawan,0,,0,0,12,12,neutral
kerajaaangagal lawan,0,,0,0,2,2,neutral
we did not vote for you your party and your government lawan kerajaangagal,0.435897436,party (0.44),0,0.435897436,12,13,positive
punya pasal yang kena lawan,0,,0,0,5,5,neutral
not surprised the elites will always choose their own allies who won t change the status quo perjuangan tak pernah habis kita lawan sampai parti penyamun perompak amp penyangak umno mati ditelan bumi,0.923076923,surprised (0.23)  won (0.69),0,0.923076923,31,33,positive
so democracy is dead notmypm lawan,-0.846153846,dead (-0.85),0.846153846,0,5,6,negative
kerajaan gagal terhasil exabah bg ke pak long exabah kena khianat dgn pak long dia pulak pi sokong pak long kah makin biol depa semua ni takpe kita lawan terus ke pru,0,,0,0,32,32,neutral
ingat bulan tidak cukup untuk umno bermuhasabah umno akan tetap kekal jadi umno silap siapa azminali dan konco konco politikus hina lawan,0,,0,0,22,22,neutral
we ll have to continue lawan i see,0,,0,0,8,8,neutral
inbarajs lawan,0,,0,0,2,2,neutral
we are yet again facing a kerajaangagal jadi kita mesti terus lawan,0,,0,0,12,12,neutral
penat lawan yang bertukar cuma wajah bukan otak,0,,0,0,8,8,neutral
putrareformasi lawan,0,,0,0,2,2,neutral
so we have to deal with the covid delta strain and the pm ismail sabri strain good luck to malaysia let s find a vaccine to protect ourselves from this authoritarian mutation asap lawan,1.307692308,strain (-0.05)  strain (-0.05)  good (0.49)  luck (0.51)  protect (0.41),0.102564103,1.41025641,29,34,positive
salam takziah buat malaysia back to back kerajaan gagal nampaknya kita kena kekal lawan,0,,0,0,14,14,neutral
just in kerajaan gagal season i don t remember that i ve subscribed for season kerajaangagal lawan,0,,0,0,17,17,neutral
tak apa perikatan nasional kekal lawan,0,,0,0,6,6,neutral
its over next ge kita lawan,0,,0,0,6,6,neutral
keep calm this is practically just status quo which means we can oppose the government as usual for its incompetence the struggle carries on lawan,-0.58974359,calm (0.33)  incompetence (-0.59)  struggle (-0.33),0.923076923,0.333333333,22,25,negative
muizofficial lawan,0,,0,0,2,2,neutral
good luck malaysia lawan,1,good (0.49)  luck (0.51),0,1,2,4,positive
hanya ada satu kata lawan,0,,0,0,5,5,neutral
newsbfm lawan,0,,0,0,2,2,neutral
ni in tact jelah takyah gaduh gaduh dah serabut beruk tau harap ismailsabri pecat je menteri bangang kalau tak buat pape aku lawan lagi,0,,0,0,24,24,neutral
mkini bm takut lawan kan,0,,0,0,5,5,neutral
lawan tetapppppp lawan,0,,0,0,3,3,neutral
mampus lawan,0,,0,0,2,2,neutral
we are doomed lawan,-0.820512821,doomed (-0.82),0.820512821,0,3,4,negative
the sloth is not not my pm lawan,0,,0,0,8,8,neutral
thevibesnews ismailsabri kita terus lawan,0,,0,0,5,5,neutral
same government different man lawan,0,,0,0,5,5,neutral
nampaknya lawan ogos mungkin masih on,0,,0,0,6,6,neutral
wvn livm lawan,0,,0,0,3,3,neutral
lawan lagi,0,,0,0,2,2,neutral
congrats lawan,0.615384615,congrats (0.62),0,0.615384615,1,2,positive
dari umno kita datang kepada umno kita kembali selamat kembali ke negara polis di mana kepala rasis diangkat menjadi perdana menteri di mana demokrasi telah mati jangan mengalah terus lawan,0,,0,0,30,30,neutral
negara ni je lah yg boleh bagi terrorist tunjuk belang tanpa malu tp candlelight vigil kena compound nak muntah aku dgr berapa setan parti ni jaga lawan,-0.948717949,terrorist (-0.95),0.948717949,0,26,27,negative
we keep on lawan don t worry,-0.487179487,worry (-0.49),0.487179487,0,6,7,negative
aqilizham lawan next pru aku nk tanam umno dalam,0,,0,0,9,9,neutral
hanya satu kata lawan,0,,0,0,4,4,neutral
perjuangan belum tamat lawan,0,,0,0,4,4,neutral
this is not a protest proceed to put lawan in the tweet,-0.256410256,protest (-0.26),0.256410256,0,11,12,negative
rt jika anda sedia untuk lawan,0,,0,0,6,6,neutral
terpaksa lah lawan,0,,0,0,3,3,neutral
kegilaan ini berterusan pm lawan,0,,0,0,5,5,neutral
i wish all malaysians to stay safe amp take care of each other i guess we ll just have to drag him through the mud just like how we did moo moo lawan lawantetaplawan notmypm,1.641025641,wish (0.44)  safe (0.49)  care (0.56)  drag (-0.23)  like (0.38),0.230769231,1.871794872,30,35,positive
hehe lawan,0,,0,0,2,2,neutral
sharkyishas ni bukan lawan la ni himpunan peringati yang gugur melawan covid,0,,0,0,12,12,neutral
lawan k ambik ko,0,,0,0,4,4,neutral
ridzaz asdfggvh tu la pasal lawan tu ada makna dia sendiri ni semua benda nak bawak lawan takleh brain iols,0,,0,0,20,20,neutral
the irony it s independence month for malaysia yet why is it that the independence of her citizens are being curtailed unconstitutionally lawanintimidasi lawan lawantetaplawan,-0.051282051,irony (-0.05),0.051282051,0,24,25,negative
the game was rigged the ref got tricked the wrong ones think they are right but only the young only the young can run so run and run and run taylorswift lawan,-1.076923077,rigged (-0.38)  tricked (-0.15)  wrong (-0.54),1.076923077,0,29,32,negative
malaysia is and always will be a global mockery with leaders like this lawan,0.051282051,mockery (-0.33)  like (0.38),0.333333333,0.384615385,12,14,positive
garyanwari alsuer elrynnaa fascinating and consistency it reminds of these quotes stupidity is infinitely more fascinating that intelligence intelligence has its limits while stupidity has none claude chabrol lawan stupidity dumbquote,0.897435897,fascinating (0.64)  stupidity (-0.49)  fascinating (0.64)  intelligence (0.54)  intelligence (0.54)  stupidity (-0.49)  stupidity (-0.49),1.461538462,2.358974359,24,31,positive
yang muslim joined lawan semalam tu boleh kot buat malam ni di google meet ramai takkan nak bakar lilit kot kan ehh ehh,0,,0,0,23,23,neutral
money never starts the idea it is the idea that starts the money money ideas sidehustle success seanlock onepiece lawan ayeshaakram,0.692307692,success (0.69),0,0.692307692,20,21,positive
betul takut dengan movement lawan,0,,0,0,5,5,neutral
aku pun lawan juga tapi benda yang salah tetap salah jangan taksub matlamat tak menghalalkan cara benda yang betul aku sokong benda yang salah aku keji tutup salam,0,,0,0,28,28,neutral
jgn lupa orang yg mberi kita ismailsabri mgkin jadi pm hari ni tanahairku tanah air mu notmypm lawan lawanintimidasi lawantetaplawan kerajaangagal,0,,0,0,21,21,neutral
dashranyohan mention je la ph mana tahu kalau naik tapi kalau gagal kita sebat sekali lawan,0,,0,0,16,16,neutral
lpg prashantkishor rofl swara bmahabharat adhyakshji bhaktendranodi ayeshaakram gh hospitalplaylist indiaat lahoreincident lawan mufc nct,0.692307692,rofl (0.69),0,0.692307692,14,15,positive
i got my free g and also left a little message on the sticky note board lawan lawanintimidasi,0.58974359,free (0.59),0,0.58974359,17,18,positive
if anwar being prime minister malaysia will be okay just see if anwargagal i will be support the demostrasi to anwar ibrahim resign agong please choose the best prime minister and goverment for malaysia agong lawan,1.461538462,okay (0.23)  support (0.44)  resign (-0.36)  please (0.33)  best (0.82),0.358974359,1.820512821,31,36,positive
lawan dh postpone laa,-0.230769231,postpone (-0.23),0.230769231,0,3,4,negative
unfortunately i don t live anywhere near there let alone be able to leave the state but i know that we can do this i mean we had more than people protest there and we got no clusters relating to it we young gens aren t afraid of anyone lawan lawantetaplawan,-1.230769231,unfortunately (-0.36)  alone (-0.26)  leave (-0.05)  protest (-0.26)  no (-0.31),1.230769231,0,46,51,negative
da settle lom meeting baru balik vaccine hahaha rajapayungrakyat reformasi dsaipm lawan lawantetaplawan,0.666666667,hahaha (0.67),0,0.666666667,12,13,positive
surely people can peacefully mourn the lives of those lost to covid lawanintimidasi lawan lawantetaplawan,0.307692308,surely (0.49)  peacefully (0.62)  mourn (-0.46)  lost (-0.33),0.794871795,1.102564103,11,15,positive
lpg cylinder rate in my city rs prashantkishor rofl swara bmahabharat adhyakshji bhaktendranodi ayeshaakram gh hospitalplaylist indiaat lahoreincident lawan mufc nct,0.692307692,rofl (0.69),0,0.692307692,20,21,positive
lawan lawan,0,,0,0,2,2,neutral
mirzaayman louder pop toxic people lawan,0,,0,0,6,6,neutral
can t find gang lawan at this time,0,,0,0,8,8,neutral
layan space rakyat adzman sambil menunggu berita gembira sambil berkuarantin di maeps serdang reformasi lawan,0,,0,0,15,15,neutral
tapi bangang nalinadap degil tak mahu pakai mask freedom of expression ke nak sabatoj usaha kkmputrajaya nak sabatoj ekonomi negara and most importantly risking innocent lives ini kah pejuangan lawan pui dapkampungtunku,1.179487179,freedom (0.82)  importantly (0.33)  risking (-0.33)  innocent (0.36),0.333333333,1.512820513,28,32,positive
kes hari ini upacara memperingati mangsa covid ikut cara kepercayaan agama masing masing lokasi kediaman sendiri masa jam hari seminggu jagadirijagakeluarga lawan,0,,0,0,22,22,neutral
yaa kita tak lupa tun dikhianati tpi sebilangan orang msih gunakan tun sbg scapegoat kerajaangagal pm lawan,-0.435897436,scapegoat (-0.44),0.435897436,0,16,17,negative
deenaerissa jasonjeevs have nice day ahead may the force be with dsai and his cabinet lawan anwarforpm anwarpm,0.461538462,nice (0.46),0,0.461538462,17,18,positive
democracy is a fantasy a fantasy that promises all the possible good outcomes that men can think off but it will and forever remains as an illusion lawantetaplawan lawan lawanintimidasi,0.897435897,promises (0.41)  good (0.49),0,0.897435897,28,30,positive
azrulreez lawan,0,,0,0,2,2,neutral
what a pure form of love admiration and loyalty prashantkishor rofl swara bmahabharat adhyakshji bhaktendranodi ayeshaakram gh hospitalplaylist indiaat lahoreincident lawan mufc nct,2.794871795,love (0.82)  admiration (0.64)  loyalty (0.64)  rofl (0.69),0,2.794871795,19,23,positive
of chilli powder and thinner lawan lawanintimidasi,0,,0,0,7,7,neutral
ayyputeri but lawan is called off why so scared,-0.487179487,scared (-0.49),0.487179487,0,8,9,negative
rakyatmarhaen kita takut together gether lawan,0,,0,0,6,6,neutral
the highest obligation of patriotism is opposing injustice that is happening in our country lawan,-0.692307692,injustice (-0.69),0.692307692,0,14,15,negative
women and the young are the future not greedy power hungry old men lawan,-0.333333333,greedy (-0.33),0.333333333,0,13,14,negative
consumer protection dear digital lawyers kindly register with us and be a part of new era of digitalisation is an online legal services providing platform persons can ask their legal questions as well as talk with lawyer consumer digital lawan,1.512820513,dear (0.41)  kindly (0.56)  legal (0.13)  legal (0.13)  well (0.28),0,1.512820513,35,40,positive
some of y all are out here with really bad takes on lawan and it s so embarrassing go learn how to be more empathetic la,-0.615384615,bad (-0.64)  embarrassing (-0.41)  empathetic (0.44),1.051282051,0.435897436,23,26,negative
suggestion future protests should be done at stations don t give them your amp show them they are there to serve the people not the repressive regime bonus more space for social distancing amp split the force on both sides occupyrapidkl lawan lawanintimidasi,0.051282051,protests (-0.23)  repressive (-0.36)  bonus (0.64),0.58974359,0.641025641,40,43,positive
terima kasih tuanku sbgai org perak patik bangga ade raja spt tuanku lawan,0,,0,0,13,13,neutral
menjelang perilisannya pada tanggal agustus mendatang universal pictures meluncurkan movie clip candyman cinemags armywillwaitforbts vaksinampuhtangkalkovid lawan medialawancovid,0,,0,0,17,17,neutral
it s crazy when your government closes stations because it s scared of the people who could join the rally tomorrow you re all a bunch of jackasses lawan,-1.256410256,crazy (-0.36)  scared (-0.49)  join (0.31)  jackasses (-0.72),1.564102564,0.307692308,25,29,negative
is everyone seeing what i m seeing syedsaddiq is on a role on his tweets lawan,0,,0,0,16,16,neutral
notice lawan kitalawan kerajaangagal,0,,0,0,4,4,neutral
lol they re blocking people from entering kl for lawan protest,-0.205128205,lol (0.46)  blocking (-0.41)  protest (-0.26),0.666666667,0.461538462,8,11,negative
yang kita lawan ni adalah prdm polis raja di malaysia yang jenis hanggek bebenor macam dia paling berkuasa kat malaysia ni polis diraja malaysia yang betul betul buat kerja tegas adil berhemah ni kita sanjung dan berikan pujian selayaknya,0,,0,0,39,39,neutral
so i was telling police i can walk to dang wangi ipd myself no need to naik black maria sopan je tanya adakah kami ditahan tapi tak jawab jadi lawan la imnormgoh thank you,0.076923077,no (-0.31)  thank (0.38),0.307692308,0.384615385,32,34,positive
berkobar kobar ni side effect panadol pagi tadi kot jom lawan why you as defenders of environment and human rights must lawan,0.076923077,defenders (0.08),0,0.076923077,21,22,positive
mrfrsd lawan,0,,0,0,2,2,neutral
fincognitus liyaana pantang betul sebab yang dia memorial untuk mangsa covid nape tak buat dalam vc je kemudian pula ada keluar banner lawan part dia tanya polis tu saya tak nak sentuh tapi cara mereka ternyata buat saya tak selesa mereka nak tung,0,,0,0,43,43,neutral
sapikdgaf amarhaiqall keenguyencaphe buka satu branch dekat selayang jaya pls if pas tak jadi kerajaan minggu depan lawan,0.076923077,pls (0.08),0,0.076923077,17,18,positive
not feeling great with what s going on in malaysia stay strong and safe family friends and supporters of justice lawan,3.641025641,feeling (0.13)  great (0.79)  strong (0.59)  safe (0.49)  friends (0.54)  supporters (0.49)  justice (0.62),0,3.641025641,14,21,positive
derhaka kepada yang dipertuan agong dan derhaka kepada dewan rakyat how long are you going to lie and deceive the people and the king why is no one talking about this kerajaangagal kerajaanderhaka lawan lawantetaplawan,-0.743589744,deceive (-0.44)  no (-0.31),0.743589744,0,33,35,negative
markwahlberg dan kevinhart dikabarkan telah resmi menandatangani kontrak untuk berperan dalam film komedi netflix yang berjudul metime cinemags armywillwaitforbts vaksinampuhtangkalkovid lawan medialawancovid,0,,0,0,22,22,neutral
tanak bagi orang travel ke terang terang ogos sahaja penutupan amp pada masa tertentu sahaja takut lawan lawanintimidasi,0,,0,0,18,18,neutral
perhimpunan lawan dibatalkan sebab mggu ini dan bulan ini musim hujan guys permit pun takdak,0,,0,0,15,15,neutral
shahrulxr lawan,0,,0,0,2,2,neutral
kah kah kah lawan,0,,0,0,4,4,neutral
tharmapillai it shows that you guys now are being recognized great impact just lawan with sop not like the baju merah alll those keep it up undi lawan,1.179487179,great (0.79)  like (0.38),0,1.179487179,26,28,positive
lowkey just cried sebab rasa macam alone in this lawan kawan mutuals semua senyap and siap kata just duduk rumah suka ke dipijak dan dipebodohkan,-0.666666667,cried (-0.41)  alone (-0.26),0.666666667,0,23,25,negative
prashantkishor rofl swara bmahabharat adhyakshji bhaktendranodi ayeshaakram gh hospitalplaylist indiaat lahoreincident lawan mufc nct,0.692307692,rofl (0.69),0,0.692307692,13,14,positive
berikut eulogy yang sepatutnya disampaikan pada vigil semalam yang diadakan di dataran merdeka memperingati ajal demokrasi solidariti bersama org yang ditahan lawan kini lawan selamanya,0,,0,0,25,25,neutral
org turun takut nak mati jom keluar k org bagi tengok reaksi mereka you all are just adding fuel to the flame lawan lawantetaplawan,0,,0,0,24,24,neutral
lol pdrmsia israel or maybe worse penjilat kerajaan anjing politicians buat suka hati just sebab jawatan polis tak sedar tu pangkat level najis babi je tapi rasa berkuasa lawan,-0.076923077,lol (0.46)  worse (-0.54),0.538461538,0.461538462,27,29,negative
spot the difference this headline change highlights how authority figures in the media industry be it editors or kdn manufacture narratives in times like this our media should stand as truth tellers and not be censored lawanintimidasi images from lawan telegram channel,0.641025641,authority (0.08)  like (0.38)  truth (0.33)  censored (-0.15),0.153846154,0.794871795,38,42,positive
amzafath kan ada plan nak buat demostrasi awam lawan tu esok so kena tutup la,0,,0,0,15,15,neutral
nampak beza pengubahan tajuk artikel ini menunjukkan bagaimana pihak berkuasa dlm industri media meskipun penyunting kdn menggubalkan naratif tertentu media kita perlu berdiri sebagai pelaung kebenaran amp tidak ditapis lawanintimidasi gambar dari saluran telegram lawan,0,,0,0,35,35,neutral
bila mereka buat benda bodoh macam ni maksudnya mereka dah takut la tu takpe kita pressure diorang lagi lawan,-0.307692308,pressure (-0.31),0.307692308,0,18,19,negative
i think govt has a wrong list of farmers mukku ambani gauti adani kaniya baba prashantkishor rofl swara bmahabharat adhyakshji bhaktendranodi ayeshaakram gh hospitalplaylist indiaat lahoreincident lawan mufc nct,0.153846154,wrong (-0.54)  rofl (0.69),0.538461538,0.692307692,27,29,positive
acara yg sedang digandrungi masyarakat itu lapor pak mural yg sedang ditakuti pemerintah itu lapar pak laporpaktrans muralkanindonesia lawan,0,,0,0,19,19,neutral
